name,year,selling_price,km_driven,fuel,seller_type,transmission,owner,mileage(km/ltr/kg),engine,max_power,seats,car_age,price_per_kilometer
Maruti Celerio VXI,2015,350000,29000,Petrol,Individual,Manual,First Owner,19.41878335651954,998.0,67.04,5.0,10,18023.786226673834
Hyundai Santro Xing GL CNG,2011,170000,120000,CNG,Individual,Manual,Fourth & Above Owner,19.41878335651954,1248.0,82.0,5.0,14,8754.410452955863
Maruti Wagon R LX Minor,2010,120000,120000,Petrol,Individual,Manual,Third Owner,19.41878335651954,1061.0,67.0,5.0,15,6179.583849145315
Mahindra XUV500 W6 2WD,2015,819999,90000,Diesel,Individual,Manual,First Owner,19.41878335651954,2179.0,140.0,7.0,10,42227.10480596091
Maruti Celerio ZXI Optional AMT BSIV,2018,451999,30000,Petrol,Individual,Automatic,Second Owner,19.41878335651954,998.0,67.04,5.0,7,23276.381001915277
Hyundai Grand i10 Magna,2016,500000,56000,Petrol,Individual,Manual,Third Owner,19.41878335651954,1197.0,82.0,5.0,9,25748.266038105477
Toyota Innova 2.5 VX (Diesel) 8 Seater,2015,1250000,90000,Diesel,Individual,Manual,First Owner,19.41878335651954,2494.0,100.6,8.0,10,64370.6650952637
Mahindra TUV 300 T8,2015,500000,120000,Diesel,Individual,Manual,First Owner,19.41878335651954,1493.0,100.0,7.0,10,25748.266038105477
Maruti Swift VDI BSIV,2015,490000,60000,Diesel,Individual,Manual,First Owner,19.41878335651954,1248.0,74.0,5.0,10,25233.30071734337
Maruti Swift Dzire ZDi,2008,200000,147000,Diesel,Individual,Manual,Second Owner,19.41878335651954,1248.0,73.9,5.0,17,10299.306415242192
Maruti Wagon R VXI BSIII,2012,240000,35000,Petrol,Individual,Manual,First Owner,19.41878335651954,998.0,67.1,5.0,13,12359.16769829063
Hyundai i20 1.2 Spotz,2018,655000,19500,Petrol,Individual,Manual,First Owner,19.41878335651954,1197.0,81.83,5.0,7,33730.228509918175
Hyundai i20 Active 1.2 SX,2018,620000,38426,Petrol,Individual,Manual,First Owner,19.41878335651954,1197.0,81.86,5.0,7,31927.849887250795
Maruti Swift VXI Windsong Limited edition,2015,450000,35000,Petrol,Individual,Manual,Second Owner,19.41878335651954,1197.0,83.11,5.0,10,23173.43943429493
Maruti Wagon R LXI BS IV,2014,310000,35000,Petrol,Individual,Manual,Second Owner,19.41878335651954,998.0,67.04,5.0,11,15963.924943625398
Maruti Alto LXi,2007,150000,50000,Petrol,Individual,Manual,Third Owner,19.41878335651954,796.0,46.3,5.0,18,7724.479811431644
Chevrolet Beat Diesel LT,2012,180000,120000,Diesel,Individual,Manual,First Owner,19.41878335651954,936.0,57.6,5.0,13,9269.375773717973
Tata Indica Vista TDI LS,2011,150000,120000,Diesel,Individual,Manual,First Owner,19.41878335651954,1405.0,70.0,5.0,14,7724.479811431644
Ford Figo Diesel EXI,2011,160000,112000,Diesel,Individual,Manual,Second Owner,19.41878335651954,1399.0,68.0,5.0,14,8239.445132193754
Mahindra Scorpio EX,2013,600000,70000,Diesel,Individual,Manual,Third Owner,19.41878335651954,2523.0,75.0,8.0,12,30897.919245726574
Skoda Rapid 1.6 TDI Ambition Plus Alloy,2012,380000,145000,Diesel,Individual,Manual,First Owner,19.41878335651954,1598.0,103.5,5.0,13,19568.682188960163
Tata Indigo LX,2007,120000,135000,Diesel,Individual,Manual,First Owner,19.41878335651954,1405.0,70.0,5.0,18,6179.583849145315
Toyota Innova 2.5 EV Diesel PS 7 Seater BSIII,2011,350000,500000,Diesel,Individual,Manual,Second Owner,19.41878335651954,2494.0,100.57,7.0,14,18023.786226673834
Tata Indigo TDI,2012,135000,146000,Diesel,Individual,Manual,First Owner,19.41878335651954,1405.0,70.0,5.0,13,6952.031830288479
Hyundai Grand i10 1.2 Kappa Sportz BSIV,2018,610000,10000,Petrol,Individual,Manual,First Owner,19.41878335651954,1197.0,81.86,5.0,7,31412.884566488683
Volkswagen Polo 1.5 TDI Comfortline,2020,260000,50000,Diesel,Individual,Manual,First Owner,19.41878335651954,1498.0,88.5,5.0,5,13389.09833981485
Hyundai Xcent 1.2 VTVT S,2017,500000,25000,Petrol,Individual,Manual,First Owner,19.41878335651954,1197.0,81.86,5.0,8,25748.266038105477
Renault KWID 1.0,2016,220000,20000,Petrol,Individual,Manual,First Owner,19.41878335651954,999.0,67.0,5.0,9,11329.237056766411
Honda Civic 1.8 S MT,2006,121000,70000,Petrol,Individual,Manual,Second Owner,19.41878335651954,1799.0,130.0,5.0,19,6231.080381221526
Tata Indigo CS eLX BS IV,2017,350000,50000,Diesel,Individual,Manual,First Owner,19.41878335651954,1396.0,69.01,5.0,8,18023.786226673834
Audi Q3 35 TDI Quattro Technology,2018,2200000,25000,Diesel,Individual,Automatic,Second Owner,19.41878335651954,1968.0,181.0,5.0,7,113292.37056766411
Hyundai i20 1.4 CRDi Asta,2011,280000,100000,Diesel,Individual,Manual,Second Owner,19.41878335651954,1396.0,90.0,5.0,14,14419.028981339068
Tata Nexon 1.2 Revotron XZ Plus,2020,919999,20000,Petrol,Individual,Manual,First Owner,19.41878335651954,1198.0,108.5,5.0,5,47376.758013582
Hyundai i20 1.4 CRDi Asta,2011,320000,155000,Diesel,Individual,Manual,First Owner,19.41878335651954,1396.0,90.0,5.0,14,16478.890264387508
Ford Figo Diesel LXI,2012,140000,70000,Diesel,Individual,Manual,Fourth & Above Owner,19.41878335651954,1399.0,68.0,5.0,13,7209.514490669534
Maruti SX4 VDI,2012,310000,25000,Diesel,Individual,Manual,Second Owner,19.41878335651954,1248.0,88.8,5.0,13,15963.924943625398
Maruti 800 EX 5 Speed,2006,65000,120000,Petrol,Individual,Manual,Second Owner,19.41878335651954,796.0,37.0,4.0,19,3347.2745849537123
Chevrolet Enjoy TCDi LTZ 7 Seater,2013,300000,90000,Diesel,Individual,Manual,First Owner,19.41878335651954,1248.0,73.8,7.0,12,15448.959622863287
Mahindra XUV500 W8 2WD,2011,575000,110000,Diesel,Individual,Manual,Second Owner,19.41878335651954,2179.0,140.0,7.0,14,29610.5059438213
Tata Xenon XT EX 4X2,2014,440000,110000,Diesel,Individual,Manual,Second Owner,19.41878335651954,2179.0,138.03,5.0,11,22658.474113532822
Maruti Swift VDI,2012,380000,100000,Diesel,Individual,Manual,Second Owner,19.41878335651954,1248.0,74.0,5.0,13,19568.682188960163
Tata Manza Aura (ABS) Safire,2010,140000,116700,Petrol,Individual,Manual,Fourth & Above Owner,19.41878335651954,1368.0,90.0,5.0,15,7209.514490669534
Tata Zest Quadrajet 1.3 75PS XE,2015,475000,25000,Diesel,Individual,Manual,First Owner,19.41878335651954,1248.0,74.0,5.0,10,24460.852736200206
Mahindra Xylo D2,2011,200000,200000,Diesel,Individual,Manual,Third Owner,19.41878335651954,2489.0,95.0,8.0,14,10299.306415242192
Maruti Swift Ldi BSIV,2010,400000,176062,Diesel,Individual,Manual,First Owner,19.41878335651954,1248.0,75.0,5.0,15,20598.612830484384
Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,2008,425000,250000,Diesel,Individual,Manual,Third Owner,19.41878335651954,2494.0,102.0,8.0,17,21886.026132389656
Hyundai Santro LP zipPlus,2003,68000,70000,Petrol,Individual,Manual,Second Owner,19.41878335651954,1248.0,82.0,5.0,22,3501.764181182345
Honda Amaze Anniversary Edition,2015,509999,82000,Diesel,Individual,Manual,First Owner,19.41878335651954,1498.0,98.6,5.0,10,26263.179862335513
Hyundai i10 Era 1.1 iTech SE,2010,275000,80000,Petrol,Individual,Manual,First Owner,19.41878335651954,1086.0,68.05,5.0,15,14161.546320958014
Chevrolet Enjoy 1.3 TCDi LTZ 7,2017,650000,40000,Diesel,Individual,Manual,Second Owner,19.41878335651954,1248.0,73.74,7.0,8,33472.745849537125
Jeep Compass 2.0 Longitude Option BSIV,2019,1850000,14000,Diesel,Individual,Manual,First Owner,19.41878335651954,1956.0,170.0,5.0,6,95268.58434099027
Renault Duster 4x4,2014,650000,129000,Diesel,Individual,Manual,First Owner,19.41878335651954,1461.0,108.45,5.0,11,33472.745849537125
Fiat Punto EVO 1.3 Emotion,2016,360000,60000,Diesel,Individual,Manual,Second Owner,19.41878335651954,1248.0,91.7,5.0,9,18538.751547435946
Volkswagen Ameo 1.5 TDI Highline Plus 16 AT,2018,650000,82000,Diesel,Individual,Automatic,First Owner,19.41878335651954,1498.0,108.62,5.0,7,33472.745849537125
Land Rover Range Rover Evoque 2.2L Pure,2013,2000000,77500,Diesel,Individual,Automatic,Third Owner,19.41878335651954,2179.0,187.7,5.0,12,102993.06415242191
Chevrolet Enjoy 1.3 TCDi LTZ 7,2017,675000,50000,Diesel,Individual,Manual,Second Owner,19.41878335651954,1248.0,73.74,7.0,8,34760.1591514424
Maruti 800 AC,2006,50000,40000,Petrol,Individual,Manual,Third Owner,19.41878335651954,796.0,37.0,4.0,19,2574.826603810548
Maruti Wagon R VXI Opt 1.2,2017,445000,39500,Petrol,Individual,Manual,First Owner,19.41878335651954,1197.0,81.8,5.0,8,22915.956773913877
Hyundai Elite i20 Sportz Plus Diesel,2018,750000,40000,Diesel,Individual,Manual,First Owner,19.41878335651954,1396.0,88.76,5.0,7,38622.39905715822
Maruti Swift VDI,2012,425000,56000,Diesel,Individual,Manual,Second Owner,19.41878335651954,1248.0,74.0,5.0,13,21886.026132389656
Peugeot 309 GLD,1997,57000,110000,Diesel,Individual,Manual,Third Owner,19.41878335651954,1248.0,82.0,5.0,28,2935.3023283440248
Hyundai i20 1.4 Asta Option,2017,850000,54000,Diesel,Individual,Manual,First Owner,19.41878335651954,1396.0,88.73,5.0,8,43772.05226477931
Maruti Wagon R VXI BS IV,2016,400000,20000,Petrol,Individual,Manual,Second Owner,19.41878335651954,998.0,67.04,5.0,9,20598.612830484384
Tata Indica V2 eLX,2014,200000,55896,Diesel,Individual,Manual,Second Owner,19.41878335651954,1396.0,69.0,5.0,11,10299.306415242192
Honda Amaze SX i-DTEC,2016,550000,35000,Diesel,Individual,Manual,First Owner,19.41878335651954,1498.0,98.6,5.0,9,28323.092641916028
Honda Brio V MT,2012,250000,97000,Petrol,Individual,Manual,Second Owner,19.41878335651954,1198.0,86.8,5.0,13,12874.133019052739
Maruti Alto 800 LXI,2014,206000,120000,Petrol,Individual,Manual,Second Owner,19.41878335651954,796.0,47.3,5.0,11,10608.285607699458
Hyundai EON Magna Plus,2014,290000,50000,Petrol,Individual,Manual,First Owner,19.41878335651954,814.0,55.2,5.0,11,14933.994302101179
Tata Nano Lx BSIV,2010,45000,30400,Petrol,Individual,Manual,Fourth & Above Owner,19.41878335651954,624.0,35.0,4.0,15,2317.3439434294933
Nissan Sunny Diesel XL,2012,220000,110000,Diesel,Individual,Manual,Third Owner,19.41878335651954,1461.0,84.8,5.0,13,11329.237056766411
Mercedes-Benz New C-Class C 220 CDI Elegance AT,2008,515000,120000,Diesel,Individual,Automatic,Second Owner,19.41878335651954,2143.0,170.0,5.0,17,26520.714019248644
Maruti Alto LX,2010,170000,100000,Petrol,Individual,Manual,First Owner,19.41878335651954,796.0,46.3,5.0,15,8754.410452955863
Maruti Swift Vdi BSIII,2010,260000,120000,Diesel,Individual,Manual,Second Owner,19.41878335651954,1248.0,75.0,5.0,15,13389.09833981485
Volkswagen Vento Diesel Highline,2012,315000,130000,Diesel,Individual,Manual,Second Owner,19.41878335651954,1598.0,103.6,5.0,13,16221.407604006452
Maruti Alto K10 2010-2014 VXI,2011,225000,76000,Petrol,Individual,Manual,Second Owner,19.41878335651954,998.0,67.1,5.0,14,11586.719717147465
Volkswagen Jetta 2.0L TDI Comfortline,2012,420000,110000,Diesel,Individual,Manual,Third Owner,19.41878335651954,1968.0,138.1,5.0,13,21628.5434720086
Mahindra Scorpio VLX 4WD AIRBAG BSIV,2011,525000,96000,Diesel,Individual,Manual,First Owner,19.41878335651954,2179.0,120.0,8.0,14,27035.679340010753
Maruti Swift AMT ZDI,2018,670000,90000,Diesel,Individual,Automatic,First Owner,19.41878335651954,1248.0,74.0,5.0,7,34502.67649106134
Ford Figo Diesel Celebration Edition,2013,250000,25000,Diesel,Individual,Manual,First Owner,19.41878335651954,1399.0,68.1,5.0,12,12874.133019052739
Maruti Swift Dzire VDi,2009,229999,90000,Diesel,Individual,Manual,Second Owner,19.41878335651954,1248.0,73.9,5.0,16,11844.150880996443
Maruti Swift Dzire VDi,2009,229999,164000,Diesel,Individual,Manual,Second Owner,19.41878335651954,1248.0,73.9,5.0,16,11844.150880996443
Honda Amaze EX i-Vtech,2013,300000,120000,Petrol,Individual,Manual,Second Owner,19.41878335651954,1198.0,86.7,5.0,12,15448.959622863287
Maruti A-Star Vxi,2010,165000,66000,Petrol,Individual,Manual,Second Owner,19.41878335651954,998.0,66.1,5.0,15,8496.927792574808
Tata New Safari DICOR 2.2 EX 4x4 BS IV,2010,295000,250000,Diesel,Individual,Manual,First Owner,19.41878335651954,2179.0,138.0,7.0,15,15191.476962482233
Hyundai Verna 1.6 CRDI,2011,360000,157000,Diesel,Individual,Manual,Second Owner,19.41878335651954,1582.0,126.3,5.0,14,18538.751547435946
Hyundai Verna 1.6 CRDI,2011,380000,157000,Diesel,Individual,Manual,Second Owner,19.41878335651954,1582.0,126.3,5.0,14,19568.682188960163
Renault KWID 1.0 RXT 02 Anniversary Edition,2017,300000,35000,Petrol,Individual,Manual,First Owner,19.41878335651954,999.0,67.0,5.0,8,15448.959622863287
Mahindra Scorpio 2.6 Turbo 9 Str,2008,320000,100000,Diesel,Individual,Manual,Second Owner,19.41878335651954,2609.0,116.6,9.0,17,16478.890264387508
Datsun GO Plus T BSIV,2016,325000,70000,Petrol,Individual,Manual,Second Owner,19.41878335651954,1198.0,67.0,7.0,9,16736.372924768562
Tata Manza Aqua Quadrajet BS IV,2010,160000,30000,Diesel,Individual,Manual,Second Owner,19.41878335651954,1248.0,88.8,5.0,15,8239.445132193754
Mahindra Bolero Power Plus SLE,2018,630000,40000,Diesel,Individual,Manual,First Owner,19.41878335651954,1493.0,70.0,7.0,7,32442.815208012904
Maruti Alto 800 VXI,2014,229999,30000,Petrol,Individual,Manual,Second Owner,19.41878335651954,796.0,47.3,5.0,11,11844.150880996443
Maruti Swift ZDi,2014,440000,70000,Diesel,Individual,Manual,Second Owner,19.41878335651954,1248.0,74.0,5.0,11,22658.474113532822
Chevrolet Spark 1.0 LT,2007,90000,60000,Petrol,Individual,Manual,Second Owner,19.41878335651954,995.0,62.0,5.0,18,4634.6878868589865
Maruti Ciaz VDI SHVS,2017,750000,60000,Diesel,Individual,Manual,First Owner,19.41878335651954,1248.0,88.5,5.0,8,38622.39905715822
Honda City V MT,2012,330000,80000,Petrol,Individual,Manual,Second Owner,19.41878335651954,1497.0,116.3,5.0,13,16993.855585149617
Maruti Ciaz ZDi Plus SHVS,2016,715000,70000,Diesel,Individual,Manual,Second Owner,19.41878335651954,1248.0,88.5,5.0,9,36820.020434490834
Skoda Fabia 1.2 TDI Active Plus,2013,250000,150000,Diesel,Individual,Manual,Second Owner,19.41878335651954,1199.0,75.0,5.0,12,12874.133019052739
Maruti Zen Estilo 1.1 LX BSIII,2007,120000,150000,Petrol,Individual,Manual,Second Owner,19.41878335651954,1061.0,64.0,5.0,18,6179.583849145315
Ford Ikon 1.6 Nxt,2004,100000,25000,Petrol,Individual,Manual,Third Owner,19.41878335651954,1597.0,92.0,5.0,21,5149.653207621096
Skoda Rapid 1.5 TDI AT Style BSIV,2017,850000,35000,Diesel,Individual,Automatic,Second Owner,19.41878335651954,1498.0,108.6,5.0,8,43772.05226477931
Hyundai Xcent 1.2 CRDi E Plus,2018,450000,48000,Diesel,Individual,Manual,First Owner,19.41878335651954,1186.0,73.97,5.0,7,23173.43943429493
Volkswagen Polo Diesel Trendline 1.2L,2012,240000,200000,Diesel,Individual,Manual,First Owner,19.41878335651954,1199.0,73.9,5.0,13,12359.16769829063
Hyundai Santro GLS I - Euro I,2000,30000,90000,Petrol,Individual,Manual,Third Owner,19.41878335651954,1248.0,82.0,5.0,25,1544.8959622863288
Maruti Swift Dzire VDI,2015,600000,135000,Diesel,Individual,Manual,First Owner,19.41878335651954,1248.0,74.0,5.0,10,30897.919245726574
Chevrolet Enjoy 1.3 TCDi LS 7,2016,280000,110000,Diesel,Individual,Manual,Second Owner,19.41878335651954,1248.0,73.74,7.0,9,14419.028981339068
Hyundai Verna 1.6 SX,2012,465000,146000,Diesel,Individual,Manual,Second Owner,19.41878335651954,1582.0,126.32,5.0,13,23945.887415438094
Maruti Alto 800 LXI,2018,350000,44000,Petrol,Individual,Manual,First Owner,19.41878335651954,796.0,47.3,5.0,7,18023.786226673834
Hyundai i10 Magna 1.2 iTech SE,2013,325000,70000,Petrol,Individual,Manual,First Owner,19.41878335651954,1197.0,78.9,5.0,12,16736.372924768562
Tata Indica V2 DLS TC,2004,50000,271000,Diesel,Individual,Manual,First Owner,19.41878335651954,1405.0,62.0,5.0,21,2574.826603810548
Maruti Alto LXi BSIII,2006,110000,120000,Petrol,Individual,Manual,Third Owner,19.41878335651954,796.0,46.3,5.0,19,5664.618528383206
Mahindra Bolero 2011-2019 SLE BSIII,2015,515000,60000,Diesel,Individual,Manual,First Owner,19.41878335651954,2523.0,62.1,7.0,10,26520.714019248644
Maruti Ciaz 1.4 Sigma,2018,750000,40000,Petrol,Individual,Manual,First Owner,19.41878335651954,1373.0,91.1,5.0,7,38622.39905715822
Hyundai EON Sportz,2018,350000,25000,Petrol,Individual,Manual,First Owner,19.41878335651954,814.0,55.2,5.0,7,18023.786226673834
Hyundai Grand i10 1.2 Kappa Sportz BSIV,2019,488999,15000,Petrol,Individual,Manual,First Owner,19.41878335651954,1197.0,81.86,5.0,6,25181.752688735083
Maruti Alto 800 LXI,2017,300000,27000,Petrol,Individual,Manual,First Owner,19.41878335651954,796.0,47.3,5.0,8,15448.959622863287
Maruti Baleno Alpha 1.3,2017,650000,35000,Diesel,Individual,Manual,Second Owner,19.41878335651954,1248.0,74.0,5.0,8,33472.745849537125
Maruti A-Star Vxi,2014,250000,40000,Petrol,Individual,Manual,First Owner,19.41878335651954,998.0,66.1,5.0,11,12874.133019052739
Maruti Alto 800 LXI,2014,200000,40000,Petrol,Individual,Manual,Third Owner,19.41878335651954,796.0,47.3,5.0,11,10299.306415242192
Mahindra Scorpio S10 7 Seater,2015,950000,75262,Diesel,Individual,Manual,First Owner,19.41878335651954,2179.0,120.0,7.0,10,48921.70547240041
Tata Indigo eCS LX BSIV,2012,200000,120000,Diesel,Individual,Manual,First Owner,19.41878335651954,1396.0,69.0,5.0,13,10299.306415242192
Hyundai EON 1.0 Era Plus,2016,276000,60000,Petrol,Individual,Manual,First Owner,19.41878335651954,998.0,68.05,5.0,9,14213.042853034225
Hyundai EON Magna Plus,2014,250000,40000,Petrol,Individual,Manual,First Owner,19.41878335651954,814.0,55.2,5.0,11,12874.133019052739
Maruti Alto LX,2008,95000,80000,Petrol,Individual,Manual,Second Owner,19.41878335651954,796.0,46.3,5.0,17,4892.170547240041
Tata Indigo CR4,2011,200000,70000,Diesel,Individual,Manual,Second Owner,19.41878335651954,1396.0,70.0,5.0,14,10299.306415242192
Hyundai Verna 1.6 SX,2012,450000,100000,Diesel,Individual,Manual,Second Owner,19.41878335651954,1582.0,126.32,5.0,13,23173.43943429493
Mahindra XUV500 W6 2WD,2013,900000,18000,Diesel,Individual,Manual,First Owner,19.41878335651954,2179.0,140.0,7.0,12,46346.87886858986
Tata Indigo CS LX (TDI) BS III,2010,200000,175000,Diesel,Individual,Manual,First Owner,19.41878335651954,1396.0,69.0,5.0,15,10299.306415242192
Hyundai i10 Sportz,2010,200000,70000,Petrol,Individual,Manual,Second Owner,19.41878335651954,1197.0,78.9,5.0,15,10299.306415242192
Mahindra Bolero 2011-2019 SLE,2011,370000,91863,Diesel,Individual,Manual,Second Owner,19.41878335651954,2523.0,62.1,7.0,14,19053.716868198055
Tata Indigo CS GLX BS III,2008,250000,100000,Petrol,Individual,Manual,First Owner,19.41878335651954,1193.0,65.0,5.0,17,12874.133019052739
Renault KWID RXT,2016,290000,10000,Petrol,Individual,Manual,First Owner,19.41878335651954,799.0,53.3,5.0,9,14933.994302101179
Maruti Ertiga SHVS VDI,2018,900000,35000,Diesel,Individual,Manual,First Owner,19.41878335651954,1248.0,88.5,7.0,7,46346.87886858986
Ford Figo Diesel Celebration Edition,2013,325000,120000,Diesel,Individual,Manual,Second Owner,19.41878335651954,1399.0,68.1,5.0,12,16736.372924768562
Hyundai Grand i10 Magna,2016,425000,30000,Petrol,Individual,Manual,First Owner,19.41878335651954,1197.0,82.0,5.0,9,21886.026132389656
Renault KWID RXT,2016,315000,60000,Petrol,Individual,Manual,First Owner,19.41878335651954,799.0,53.3,5.0,9,16221.407604006452
Maruti Alto K10 VXI,2014,300000,70000,Petrol,Individual,Manual,First Owner,19.41878335651954,998.0,67.05,5.0,11,15448.959622863287
Hyundai i10 Sportz,2013,325000,70000,Petrol,Individual,Manual,Second Owner,19.41878335651954,1197.0,78.9,5.0,12,16736.372924768562
Hyundai Creta 1.4 CRDi S,2016,900000,130000,Diesel,Individual,Manual,First Owner,19.41878335651954,1396.0,88.7,5.0,9,46346.87886858986
Hyundai Creta 1.4 CRDi S Plus,2016,950000,133000,Diesel,Individual,Manual,First Owner,19.41878335651954,1396.0,88.7,5.0,9,48921.70547240041
Volkswagen Vento Diesel Trendline,2010,320000,120000,Diesel,Individual,Manual,Third Owner,19.41878335651954,1598.0,103.6,5.0,15,16478.890264387508
Volkswagen Ameo 1.0 MPI Trendline,2019,500000,20000,Petrol,Individual,Manual,First Owner,19.41878335651954,999.0,75.0,5.0,6,25748.266038105477
Ford Figo Petrol LXI,2012,290000,25000,Petrol,Individual,Manual,First Owner,19.41878335651954,1196.0,70.0,5.0,13,14933.994302101179
Tata Nano Lx BSIV,2012,60000,90000,Petrol,Individual,Manual,First Owner,19.41878335651954,624.0,37.48,4.0,13,3089.7919245726575
Maruti A-Star Vxi,2009,120000,140000,Petrol,Individual,Manual,Third Owner,19.41878335651954,998.0,66.1,5.0,16,6179.583849145315
Honda City i-DTEC VX,2017,850000,103000,Diesel,Dealer,Manual,First Owner,19.41878335651954,1498.0,97.9,5.0,8,43772.05226477931
Toyota Innova Crysta 2.4 GX MT BSIV,2017,1750000,23000,Diesel,Dealer,Manual,First Owner,19.41878335651954,2393.0,147.8,7.0,8,90118.93113336917
Honda City i DTEC V,2015,600000,128000,Diesel,Dealer,Manual,First Owner,19.41878335651954,1498.0,98.6,5.0,10,30897.919245726574
Volkswagen Polo 1.5 TDI Highline,2015,620000,33000,Diesel,Individual,Manual,First Owner,19.41878335651954,1498.0,88.8,5.0,10,31927.849887250795
Maruti Alto LXi BSIII,2009,150000,70000,Petrol,Individual,Manual,Second Owner,19.41878335651954,796.0,46.3,5.0,16,7724.479811431644
Hyundai Santro Xing GL,2011,150000,40000,Petrol,Individual,Manual,Fourth & Above Owner,19.41878335651954,1086.0,62.0,5.0,14,7724.479811431644
Tata Indigo Grand Petrol,2008,135000,40000,Petrol,Individual,Manual,Fourth & Above Owner,19.41878335651954,1396.0,99.6,5.0,17,6952.031830288479
Tata Indica Vista Terra 1.4 TDI,2011,200000,80000,Diesel,Individual,Manual,First Owner,19.41878335651954,1405.0,71.0,5.0,14,10299.306415242192
Maruti Ciaz ZDi,2015,730000,70000,Diesel,Individual,Manual,First Owner,19.41878335651954,1248.0,88.5,5.0,10,37592.468415634
Toyota Innova 2.5 G (Diesel) 8 Seater,2013,800000,100000,Diesel,Individual,Manual,First Owner,19.41878335651954,2494.0,100.6,8.0,12,41197.22566096877
Mahindra Xylo E8,2009,300000,90000,Diesel,Individual,Manual,Second Owner,19.41878335651954,2498.0,112.0,8.0,16,15448.959622863287
Ford Figo Diesel Titanium,2012,190000,112000,Diesel,Individual,Manual,Second Owner,19.41878335651954,1399.0,68.0,5.0,13,9784.341094480082
Honda Civic 1.8 V MT Inspire,2011,350000,50000,Petrol,Individual,Manual,First Owner,19.41878335651954,1799.0,132.0,5.0,14,18023.786226673834
Hyundai Xcent 1.1 CRDi S,2015,509999,62000,Diesel,Individual,Manual,Second Owner,19.41878335651954,1120.0,71.0,5.0,10,26263.179862335513
Maruti Ertiga LDI,2012,400000,90000,Diesel,Individual,Manual,First Owner,19.41878335651954,1248.0,88.76,7.0,13,20598.612830484384
Toyota Innova 2.5 VX (Diesel) 7 Seater,2013,800000,80000,Diesel,Individual,Manual,First Owner,19.41878335651954,2494.0,100.0,7.0,12,41197.22566096877
Hyundai Creta 1.6 CRDi SX,2016,930000,47552,Diesel,Individual,Manual,Second Owner,19.41878335651954,1582.0,126.2,5.0,9,47891.77483087619
Maruti Vitara Brezza ZDi Plus Dual Tone,2016,720000,40000,Diesel,Individual,Manual,Second Owner,19.41878335651954,1248.0,88.5,5.0,9,37077.50309487189
Ford Figo Petrol EXI,2011,225000,15000,Petrol,Individual,Manual,First Owner,19.41878335651954,1196.0,70.0,5.0,14,11586.719717147465
Ford EcoSport 1.5 Diesel Titanium Plus BSIV,2019,950000,20000,Diesel,Individual,Manual,First Owner,19.41878335651954,1498.0,98.96,5.0,6,48921.70547240041
Hyundai i20 Active 1.2,2018,530000,52000,Petrol,Individual,Manual,First Owner,19.41878335651954,1197.0,81.86,5.0,7,27293.162000391807
Hyundai i20 Magna 1.2,2016,470000,70000,Petrol,Individual,Manual,First Owner,19.41878335651954,1197.0,81.83,5.0,9,24203.37007581915
Mahindra Bolero Power Plus Plus AC BSIV PS,2017,650000,110000,Diesel,Individual,Manual,First Owner,19.41878335651954,2523.0,63.0,9.0,8,33472.745849537125
Tata Safari Storme LX,2014,540000,77500,Diesel,Individual,Manual,Second Owner,19.41878335651954,2179.0,138.1,7.0,11,27808.127321153916
Maruti Swift VDI BSIV,2015,459999,100000,Diesel,Individual,Manual,Second Owner,19.41878335651954,1248.0,74.0,5.0,10,23688.353258524963
Renault KWID RXL,2019,325000,14700,Petrol,Individual,Manual,First Owner,19.41878335651954,799.0,53.3,5.0,6,16736.372924768562
Maruti Omni MPI STD BSIV,2016,240000,40000,Petrol,Individual,Manual,First Owner,19.41878335651954,796.0,34.2,5.0,9,12359.16769829063
Mahindra KUV 100 mFALCON G80 K2,2017,400000,32000,Petrol,Individual,Manual,Second Owner,19.41878335651954,1198.0,82.0,6.0,8,20598.612830484384
Maruti Alto LXI,2004,70000,70000,Petrol,Individual,Manual,Second Owner,19.41878335651954,796.0,46.3,5.0,21,3604.757245334767
Maruti Swift Dzire VXi,2009,250000,80000,Petrol,Individual,Manual,First Owner,19.41878335651954,1298.0,85.8,5.0,16,12874.133019052739
Toyota Innova 2.5 G (Diesel) 8 Seater,2014,910000,80000,Diesel,Individual,Manual,Second Owner,19.41878335651954,2494.0,100.6,8.0,11,46861.84418935197
Maruti Swift Dzire VDI,2018,720000,25000,Diesel,Individual,Manual,First Owner,19.41878335651954,1248.0,74.02,5.0,7,37077.50309487189
Maruti Swift Dzire ZDI,2015,590000,50000,Diesel,Individual,Manual,First Owner,19.41878335651954,1248.0,74.0,5.0,10,30382.953924964466
Chevrolet Tavera Neo 3 10 Seats BSIII,2015,434000,120000,Diesel,Individual,Manual,First Owner,19.41878335651954,2499.0,72.4,10.0,10,22349.494921075555
Mahindra Bolero DI BSIII,2006,145000,170000,Diesel,Individual,Manual,First Owner,19.41878335651954,2523.0,63.0,7.0,19,7466.997151050589
Mahindra KUV 100 G80 K4 Plus 5Str,2018,445000,19700,Petrol,Individual,Manual,First Owner,19.41878335651954,1198.0,82.0,5.0,7,22915.956773913877
Hyundai Santro Xing GL Plus LPG,2011,191000,70000,LPG,Individual,Manual,First Owner,19.41878335651954,1086.0,62.1,5.0,14,9835.837626556293
